Run,BioProject,BioSample,Source
SRR12521820,PRJNA659479,SAMN15908820,metagenome
SRR12521821,PRJNA659479,SAMN15908820,metagenome
SRR12521822,PRJNA659479,SAMN15908820,metagenome
SRR12521823,PRJNA659479,SAMN15908820,metagenome
SRR12521824,PRJNA659479,SAMN15908820,metagenome
SRR12521825,PRJNA659479,SAMN15908819,metagenome
SRR12521826,PRJNA659479,SAMN15908819,metagenome
SRR12521828,PRJNA659479,SAMN15908819,metagenome
SRR12521829,PRJNA659479,SAMN15908819,metagenome
SRR12521830,PRJNA659479,SAMN15908819,metagenome
SRR12521831,PRJNA659479,SAMN15908819,metagenome
SRR12521832,PRJNA659479,SAMN15908819,metagenome
SRR12521833,PRJNA659479,SAMN15908822,metagenome
SRR12521834,PRJNA659479,SAMN15908822,metagenome
SRR12521835,PRJNA659479,SAMN15908822,metagenome
SRR12521836,PRJNA659479,SAMN15908822,metagenome
SRR12521837,PRJNA659479,SAMN15908822,metagenome
SRR12521839,PRJNA659479,SAMN15908822,metagenome
SRR12521840,PRJNA659479,SAMN15908822,metagenome
SRR12521841,PRJNA659479,SAMN15908822,metagenome
SRR12521842,PRJNA659479,SAMN15908822,metagenome
SRR12521843,PRJNA659479,SAMN15908822,metagenome
SRR12521844,PRJNA659479,SAMN15908822,metagenome
SRR12521845,PRJNA659479,SAMN15908822,metagenome
SRR12521846,PRJNA659479,SAMN15908822,metagenome
SRR12521847,PRJNA659479,SAMN15908822,metagenome
SRR12521848,PRJNA659479,SAMN15908821,metagenome
SRR12521850,PRJNA659479,SAMN15908821,metagenome
SRR12521851,PRJNA659479,SAMN15908821,metagenome
SRR12521852,PRJNA659479,SAMN15908821,metagenome
SRR12521853,PRJNA659479,SAMN15908821,metagenome
SRR12521854,PRJNA659479,SAMN15908821,metagenome
SRR12521855,PRJNA659479,SAMN15908821,metagenome
SRR12521856,PRJNA659479,SAMN15908821,metagenome
SRR12521857,PRJNA659479,SAMN15908821,metagenome
SRR12521858,PRJNA659479,SAMN15908821,metagenome
SRR12389346,PRJNA505148,SAMN15731637,metagenome
SRR12389347,PRJNA505148,SAMN15731636,metagenome
ERR4192542,PRJEB38669,SAMEA6872381,metagenome
ERR4192541,PRJEB38669,SAMEA6872380,metagenome
ERR4192540,PRJEB38669,SAMEA6872367,metagenome
ERR4192539,PRJEB38669,SAMEA6872379,metagenome
ERR4192538,PRJEB38669,SAMEA6872378,metagenome
ERR4192537,PRJEB38669,SAMEA6872366,metagenome
ERR4192536,PRJEB38669,SAMEA6872377,metagenome
ERR4192535,PRJEB38669,SAMEA6872376,metagenome
ERR4192534,PRJEB38669,SAMEA6872365,metagenome
ERR4192533,PRJEB38669,SAMEA6872375,metagenome
ERR4192532,PRJEB38669,SAMEA6872373,metagenome
ERR4192531,PRJEB38669,SAMEA6872364,metagenome
ERR4192530,PRJEB38669,SAMEA6872372,metagenome
ERR4192529,PRJEB38669,SAMEA6872371,metagenome
ERR4192528,PRJEB38669,SAMEA6872363,metagenome
ERR4192527,PRJEB38669,SAMEA6872374,metagenome
ERR4192526,PRJEB38669,SAMEA6872370,metagenome
ERR4192525,PRJEB38669,SAMEA6872362,metagenome
ERR4192524,PRJEB38669,SAMEA6872369,metagenome
ERR4192523,PRJEB38669,SAMEA6872368,metagenome
ERR4192522,PRJEB38669,SAMEA6872361,metagenome
SRR12358724,PRJNA623111,SAMN15677122,metagenome
SRR12358726,PRJNA623111,SAMN15677120,metagenome
SRR12358729,PRJNA623111,SAMN15677117,metagenome
ERR3772648,PRJEB35838,SAMEA6430893,metagenome
ERR3772647,PRJEB35838,SAMEA6430892,metagenome
ERR3772646,PRJEB35838,SAMEA6430891,metagenome
ERR3772645,PRJEB35838,SAMEA6430890,metagenome
ERR3772644,PRJEB35838,SAMEA6430889,metagenome
ERR3772643,PRJEB35838,SAMEA6430888,metagenome
ERR2564009,PRJEB26615,SAMEA4646289,metagenome
ERR2564008,PRJEB26615,SAMEA4646288,metagenome
ERR2564007,PRJEB26615,SAMEA4646287,metagenome
ERR2564006,PRJEB26615,SAMEA4646286,metagenome
ERR2564005,PRJEB26614,SAMEA4646285,metagenome
ERR2564004,PRJEB26614,SAMEA4646284,metagenome
ERR2564003,PRJEB26614,SAMEA4646283,metagenome
ERR2564002,PRJEB26614,SAMEA4646282,metagenome
ERR2564001,PRJEB26614,SAMEA4646281,metagenome
ERR3771518,PRJEB35877,SAMEA6426312,metagenome
ERR3771517,PRJEB35877,SAMEA6426311,metagenome
ERR3771516,PRJEB35877,SAMEA6426310,metagenome
ERR3771515,PRJEB35877,SAMEA6426309,metagenome
ERR3771514,PRJEB35877,SAMEA6426308,metagenome
ERR3771513,PRJEB35877,SAMEA6426307,metagenome
ERR3771512,PRJEB35877,SAMEA6426306,metagenome
ERR3771511,PRJEB35877,SAMEA6426305,metagenome
ERR3771510,PRJEB35877,SAMEA6426304,metagenome
ERR3771509,PRJEB35877,SAMEA6426303,metagenome
ERR3771508,PRJEB35877,SAMEA6426302,metagenome
ERR3771507,PRJEB35877,SAMEA6426301,metagenome
ERR3771506,PRJEB35877,SAMEA6426300,metagenome
ERR3771505,PRJEB35877,SAMEA6426299,metagenome
ERR3771504,PRJEB35877,SAMEA6426298,metagenome
ERR3771503,PRJEB35877,SAMEA6426297,metagenome
ERR3771502,PRJEB35877,SAMEA6426296,metagenome
ERR3771501,PRJEB35877,SAMEA6426295,metagenome
ERR3771500,PRJEB35877,SAMEA6426294,metagenome
ERR3771499,PRJEB35877,SAMEA6426293,metagenome
ERR3771498,PRJEB35877,SAMEA6426292,metagenome
ERR3771497,PRJEB35877,SAMEA6426291,metagenome
ERR3771496,PRJEB35877,SAMEA6426290,metagenome
ERR3771495,PRJEB35877,SAMEA6426289,metagenome
ERR3771494,PRJEB35877,SAMEA6426288,metagenome
ERR3771493,PRJEB35877,SAMEA6426287,metagenome
ERR3771492,PRJEB35877,SAMEA6426286,metagenome
ERR3771491,PRJEB35877,SAMEA6426285,metagenome
SRR9900877,PRJNA558683,SAMN12496348,metagenome
SRR9900878,PRJNA558683,SAMN12496347,metagenome
SRR9900879,PRJNA558683,SAMN12496346,metagenome
SRR9900880,PRJNA558683,SAMN12496348,metagenome
SRR9900881,PRJNA558683,SAMN12496347,metagenome
SRR9900882,PRJNA558683,SAMN12496346,metagenome
SRR9900883,PRJNA558683,SAMN12496348,metagenome
SRR9900884,PRJNA558683,SAMN12496347,metagenome
SRR9900885,PRJNA558683,SAMN12496347,metagenome
SRR9900886,PRJNA558683,SAMN12496346,metagenome
SRR9900887,PRJNA558683,SAMN12496348,metagenome
SRR9900888,PRJNA558683,SAMN12496347,metagenome
SRR9900889,PRJNA558683,SAMN12496347,metagenome
SRR9900890,PRJNA558683,SAMN12496346,metagenome
SRR9900891,PRJNA558683,SAMN12496347,metagenome
SRR9900892,PRJNA558683,SAMN12496346,metagenome
SRR9900893,PRJNA558683,SAMN12496346,metagenome
SRR9900894,PRJNA558683,SAMN12496348,metagenome
SRR9900895,PRJNA558683,SAMN12496346,metagenome
SRR9900896,PRJNA558683,SAMN12496348,metagenome
SRR9900897,PRJNA558683,SAMN12496352,metagenome
SRR9900898,PRJNA558683,SAMN12496351,metagenome
SRR9900899,PRJNA558683,SAMN12496349,metagenome
SRR9900900,PRJNA558683,SAMN12496350,metagenome
SRR9900901,PRJNA558683,SAMN12496350,metagenome
SRR9900902,PRJNA558683,SAMN12496348,metagenome
SRR9900903,PRJNA558683,SAMN12496350,metagenome
ERR3130429,PRJEB24517,SAMEA5281154,metagenome
ERR3130428,PRJEB24517,SAMEA5281153,metagenome
ERR3130427,PRJEB24517,SAMEA5281152,metagenome
ERR3130426,PRJEB24517,SAMEA5281151,metagenome
ERR3130425,PRJEB24517,SAMEA5281150,metagenome
ERR3130424,PRJEB24517,SAMEA5281149,metagenome
ERR3130423,PRJEB24517,SAMEA5281148,metagenome
ERR3130422,PRJEB24517,SAMEA5281147,metagenome
ERR3130421,PRJEB24517,SAMEA5281146,metagenome
ERR3130420,PRJEB24517,SAMEA5281145,metagenome
ERR3130419,PRJEB24517,SAMEA5281144,metagenome
ERR3130418,PRJEB24517,SAMEA5281143,metagenome
ERR3130417,PRJEB24517,SAMEA5281142,metagenome
ERR3130416,PRJEB24517,SAMEA5281141,metagenome
ERR3130415,PRJEB24517,SAMEA5281140,metagenome
ERR355890,PRJEB4753,SAMEA2241372,metagenome
ERR355889,PRJEB4753,SAMEA2241372,metagenome
ERR355888,PRJEB4753,SAMEA2241372,metagenome
ERR355887,PRJEB4753,SAMEA2241371,metagenome
ERR355886,PRJEB4753,SAMEA2241371,metagenome
ERR355885,PRJEB4753,SAMEA2241371,metagenome
SRR8581480,PRJNA522699,SAMN10952807,metagenome
SRR8581481,PRJNA522699,SAMN10952806,metagenome
SRR8581482,PRJNA522699,SAMN10952805,metagenome
SRR8581483,PRJNA522699,SAMN10952804,metagenome
SRR8581484,PRJNA522699,SAMN10952803,metagenome
SRR8581485,PRJNA522699,SAMN10952802,metagenome
SRR8581486,PRJNA522699,SAMN10952801,metagenome
SRR8581487,PRJNA522699,SAMN10952800,metagenome
SRR8581488,PRJNA522699,SAMN10952808,metagenome
SRR22763438,PRJNA836174,SAMN32262033,metagenome
SRR22763439,PRJNA836174,SAMN32262032,metagenome
SRR22763440,PRJNA836174,SAMN32262031,metagenome
SRR22763441,PRJNA836174,SAMN32262030,metagenome
SRR21411843,PRJNA876378,SAMN30656672,metagenome
SRR21411844,PRJNA876378,SAMN30656671,metagenome
SRR21411845,PRJNA876378,SAMN30656670,metagenome
SRR21411846,PRJNA876378,SAMN30656669,metagenome
SRR20576738,PRJNA861836,SAMN29928117,metagenome
SRR20576739,PRJNA861836,SAMN29928116,metagenome
SRR20576740,PRJNA861836,SAMN29928115,metagenome
SRR20576741,PRJNA861836,SAMN29928114,metagenome
SRR20576742,PRJNA861836,SAMN29928051,metagenome
SRR20576743,PRJNA861836,SAMN29928113,metagenome
SRR20576744,PRJNA861836,SAMN29928112,metagenome
SRR20576745,PRJNA861836,SAMN29928111,metagenome
SRR20576746,PRJNA861836,SAMN29928110,metagenome
SRR20576747,PRJNA861836,SAMN29928109,metagenome
SRR20576748,PRJNA861836,SAMN29928108,metagenome
SRR20576749,PRJNA861836,SAMN29928107,metagenome
SRR20576750,PRJNA861836,SAMN29928106,metagenome
SRR20576751,PRJNA861836,SAMN29928105,metagenome
SRR20576752,PRJNA861836,SAMN29928104,metagenome
SRR20576753,PRJNA861836,SAMN29928050,metagenome
SRR20576754,PRJNA861836,SAMN29928103,metagenome
SRR20576755,PRJNA861836,SAMN29928102,metagenome
SRR20576756,PRJNA861836,SAMN29928101,metagenome
SRR20576757,PRJNA861836,SAMN29928100,metagenome
SRR20576758,PRJNA861836,SAMN29928099,metagenome
SRR20576759,PRJNA861836,SAMN29928098,metagenome
SRR20576760,PRJNA861836,SAMN29928097,metagenome
SRR20576761,PRJNA861836,SAMN29928096,metagenome
SRR20576762,PRJNA861836,SAMN29928095,metagenome
SRR20576763,PRJNA861836,SAMN29928094,metagenome
SRR20576764,PRJNA861836,SAMN29928049,metagenome
SRR20576765,PRJNA861836,SAMN29928093,metagenome
SRR20576766,PRJNA861836,SAMN29928092,metagenome
SRR20576767,PRJNA861836,SAMN29928091,metagenome
SRR20576768,PRJNA861836,SAMN29928090,metagenome
SRR20576769,PRJNA861836,SAMN29928089,metagenome
SRR20576770,PRJNA861836,SAMN29928088,metagenome
SRR20576771,PRJNA861836,SAMN29928087,metagenome
SRR20576772,PRJNA861836,SAMN29928086,metagenome
SRR20576773,PRJNA861836,SAMN29928085,metagenome
SRR20576774,PRJNA861836,SAMN29928084,metagenome
SRR20576775,PRJNA861836,SAMN29928048,metagenome
SRR20576776,PRJNA861836,SAMN29928083,metagenome
SRR20576777,PRJNA861836,SAMN29928082,metagenome
SRR20576778,PRJNA861836,SAMN29928081,metagenome
SRR20576779,PRJNA861836,SAMN29928080,metagenome
SRR20576780,PRJNA861836,SAMN29928079,metagenome
SRR20576781,PRJNA861836,SAMN29928078,metagenome
SRR20576782,PRJNA861836,SAMN29928077,metagenome
SRR20576783,PRJNA861836,SAMN29928076,metagenome
SRR20576784,PRJNA861836,SAMN29928075,metagenome
SRR20576785,PRJNA861836,SAMN29928074,metagenome
SRR20576786,PRJNA861836,SAMN29928053,metagenome
SRR20576787,PRJNA861836,SAMN29928052,metagenome
SRR20576788,PRJNA861836,SAMN29928123,metagenome
SRR20576789,PRJNA861836,SAMN29928122,metagenome
SRR20576790,PRJNA861836,SAMN29928121,metagenome
SRR20576791,PRJNA861836,SAMN29928120,metagenome
SRR20576792,PRJNA861836,SAMN29928119,metagenome
SRR20576793,PRJNA861836,SAMN29928118,metagenome
SRR20576794,PRJNA861836,SAMN29928047,metagenome
SRR20576795,PRJNA861836,SAMN29928073,metagenome
SRR20576796,PRJNA861836,SAMN29928072,metagenome
SRR20576797,PRJNA861836,SAMN29928071,metagenome
SRR20576798,PRJNA861836,SAMN29928070,metagenome
SRR20576799,PRJNA861836,SAMN29928069,metagenome
SRR20576800,PRJNA861836,SAMN29928068,metagenome
SRR20576801,PRJNA861836,SAMN29928067,metagenome
SRR20576802,PRJNA861836,SAMN29928066,metagenome
SRR20576803,PRJNA861836,SAMN29928065,metagenome
SRR20576804,PRJNA861836,SAMN29928064,metagenome
SRR20576805,PRJNA861836,SAMN29928046,metagenome
SRR20576806,PRJNA861836,SAMN29928063,metagenome
SRR20576807,PRJNA861836,SAMN29928062,metagenome
SRR20576808,PRJNA861836,SAMN29928061,metagenome
SRR20576809,PRJNA861836,SAMN29928060,metagenome
SRR20576810,PRJNA861836,SAMN29928059,metagenome
SRR20576811,PRJNA861836,SAMN29928058,metagenome
SRR20576812,PRJNA861836,SAMN29928057,metagenome
SRR20576813,PRJNA861836,SAMN29928056,metagenome
SRR20576814,PRJNA861836,SAMN29928055,metagenome
SRR20576815,PRJNA861836,SAMN29928054,metagenome
SRR20576816,PRJNA861836,SAMN29928045,metagenome
SRR20576817,PRJNA861836,SAMN29928044,metagenome
SRR14306778,PRJNA935136,SAMN33304119,marine sediment metagenome
SRR23986965,PRJNA945508,SAMN33944405,marine sediment metagenome
SRR23986966,PRJNA945508,SAMN33944404,marine sediment metagenome
SRR23986967,PRJNA945508,SAMN33944403,marine sediment metagenome
SRR23986797,PRJNA945508,SAMN33944294,marine sediment metagenome
SRR23986798,PRJNA945508,SAMN33944293,marine sediment metagenome
SRR23986799,PRJNA945508,SAMN33944292,marine sediment metagenome
SRR23985293,PRJNA945508,SAMN33943735,marine sediment metagenome
SRR23985294,PRJNA945508,SAMN33943734,marine sediment metagenome
SRR23985295,PRJNA945508,SAMN33943733,marine sediment metagenome
SRR23985276,PRJNA945508,SAMN33943136,marine sediment metagenome
SRR23985277,PRJNA945508,SAMN33943135,marine sediment metagenome
SRR23985278,PRJNA945508,SAMN33943134,marine sediment metagenome
SRR23985142,PRJNA945508,SAMN33942853,marine sediment metagenome
SRR23985143,PRJNA945508,SAMN33942852,marine sediment metagenome
SRR23985144,PRJNA945508,SAMN33942851,marine sediment metagenome
SRR23701915,PRJNA935136,SAMN33304121,marine sediment metagenome
SRR23491625,PRJNA935136,SAMN33304120,marine sediment metagenome
SRR23337892,PRJNA931124,SAMN33051296,marine sediment metagenome
SRR23318452,PRJNA611818,SAMN33021064,marine sediment metagenome
SRR23318453,PRJNA611818,SAMN33021063,marine sediment metagenome
SRR23318454,PRJNA611818,SAMN33021062,marine sediment metagenome
SRR23318455,PRJNA611818,SAMN33021061,marine sediment metagenome
SRR23318456,PRJNA611818,SAMN33021060,marine sediment metagenome
SRR23318457,PRJNA611818,SAMN33021059,marine sediment metagenome
SRR23318458,PRJNA611818,SAMN33021058,marine sediment metagenome
