Run,Env,PET_Abundance.x,MHET_Abundance.x,Bioproject,Biosample,Source,Location,Latitude,Longtitude
SRR24044324,compost,9.335857506,0.555373039,PRJNA951460,SAMN34043060,gut metagenome,"China: Chang Zhou, Jiang Su",31.79,119.95
SRR24044325,compost,11.29554922,0.364896947,PRJNA951460,SAMN34043059,gut metagenome,"China: Chang Zhou, Jiang Su",31.79,119.95
SRR24044326,compost,28.07330462,0.072658514,PRJNA951460,SAMN34043058,gut metagenome,"China: Chang Zhou, Jiang Su",31.79,119.95
SRR24044328,compost,22.97444554,0.066157816,PRJNA951460,SAMN34043056,gut metagenome,"China: Chang Zhou, Jiang Su",31.79,119.95
SRR24044330,compost,4.376779827,0.14619883,PRJNA951460,SAMN34043054,gut metagenome,"China: Chang Zhou, Jiang Su",31.79,119.95
SRR24044331,compost,26.05660389,0.442920292,PRJNA951460,SAMN34043045,gut metagenome,"China: Chang Zhou, Jiang Su",31.79,119.95
SRR24044332,compost,31.88158115,0.167268762,PRJNA951460,SAMN34043044,gut metagenome,"China: Chang Zhou, Jiang Su",31.79,119.95
SRR24079425,hotspring,0.326907712,1.497354073,PRJNA914269,SAMN32331377,hot springs metagenome,Panama,8.70508,-80.26919
SRR24079426,hotspring,3.781549765,1.601417245,PRJNA914269,SAMN32331433,hot springs metagenome,Panama,9.19492,-83.28059
SRR24079428,hotspring,0.659834897,0.381259961,PRJNA914269,SAMN32331431,hot springs metagenome,Panama,10.485523,-84.113229
SRR24079432,hotspring,0.712199843,0.121397701,PRJNA914269,SAMN32331428,hot springs metagenome,Costa Rica,8.15755,-81.13097
SRR24079433,hotspring,0.169333426,0.095570759,PRJNA914269,SAMN32331427,hot springs metagenome,Panama,8.15755,-81.13097
SRR24079436,hotspring,0.263508569,0.436671343,PRJNA914269,SAMN32331424,hot springs metagenome,Costa Rica,9.30283,-83.29782
SRR24079438,hotspring,0.611333384,3.45776811,PRJNA914269,SAMN32331422,hot springs metagenome,Panama,10.488755,-84.113598
SRR24079441,hotspring,0.586222433,1.403793362,PRJNA914269,SAMN32331375,hot springs metagenome,Panama,8.66645,-82.3491
SRR24079447,hotspring,0.730898368,0.584955107,PRJNA914269,SAMN32331414,hot springs metagenome,Panama,9.34391,-83.59565
SRR24079450,hotspring,0.718298251,2.31557055,PRJNA914269,SAMN32331411,hot springs metagenome,Panama,8.86966,-82.69282
SRR24079451,hotspring,7.771223308,0.788288234,PRJNA914269,SAMN32331410,hot springs metagenome,Panama,8.87095,-82.6899
SRR24079453,hotspring,1.097867375,0.389819588,PRJNA914269,SAMN32331409,hot springs metagenome,Panama,8.87095,-82.6899
SRR24079455,hotspring,0.907194092,0.64569124,PRJNA914269,SAMN32331407,hot springs metagenome,Costa Rica,10.427103,-84.368543
SRR24079458,hotspring,0.691457839,0.219510425,PRJNA914269,SAMN32331404,hot springs metagenome,Panama,8.80736,-79.79061
SRR24079477,hotspring,0.746727915,0.119438749,PRJNA914269,SAMN32331387,hot springs metagenome,Panama,9.938223,-83.161331
SRR3961733,hotspring,0.435190474,3.283340844,PRJNA335670,SAMN05449938,hot springs metagenome,"India: Anhoni, Madhya Pradesh",22.65,78.36
SRR3961739,hotspring,2.330955451,6.831659063,PRJNA335670,SAMN05449940,hot springs metagenome,"India: Anhoni, Madhya Pradesh",22.65,78.36
SRR4140275,phyllosphere,12.76741597,3.341375753,PRJNA340593,SAMN05720246,plant metagenome,"Mexico:Guanajuato, Mexico",21.0936,-100.2988
SRR4140276,phyllosphere,25.91336241,4.251563154,PRJNA340594,SAMN05720244,plant metagenome,"Guanajuato, Mexico ",21.7658,-100.163
SRR4140277,phyllosphere,3.683109145,11.65072434,PRJNA340595,SAMN05720243,plant metagenome,"Guanajuato, Mexico ",20.6863,-101.8747
SRR4141180,phyllosphere,28.68845034,2.703313705,PRJNA340599,SAMN05720235,plant metagenome,"Mexico:Guanajuato, Mexico",21.0936,-100.2988
SRR4142282,phyllosphere,18.59992109,2.041806347,PRJNA340602,SAMN05720286,plant metagenome,"Guanajuato, Mexico ",21.7658,-100.163
SRR4142283,phyllosphere,16.16434485,45.67337632,PRJNA340598,SAMN05720285,plant metagenome,"Guanajuato, Mexico ",21.7658,-100.163
SRR4142417,phyllosphere,10.94731983,6.339770963,PRJNA340597,SAMN05720241,plant metagenome,"Mexico:Guanajuato, Mexico",21.0936,-100.2988
SRR4142418,phyllosphere,8.136417571,11.94496666,PRJNA340600,SAMN05720240,plant metagenome,"Guanajuato, Mexico ",21.7658,-100.163
SRR4142430,phyllosphere,10.38715968,0.476764409,PRJNA340601,SAMN05720245,plant metagenome,"Guanajuato, Mexico ",21.7658,-100.163
SRR4142459,phyllosphere,13.0837032,0.420786871,PRJNA340606,SAMN05720236,plant metagenome,"Guanajuato, Mexico ",21.7658,-100.163
SRR4142460,phyllosphere,17.63718241,2.329948532,PRJNA340607,SAMN05720169,plant metagenome,"Guanajuato, Mexico ",21.7658,-100.163
SRR5124967,wetland,0.154746632,0.442133236,PRJNA358409,SAMN06173261,wetland metagenome,Cameroon,3.51,11.31
SRR5124970,wetland,0.972385564,0.327525078,PRJNA358409,SAMN06173259,wetland metagenome,Cameroon,3.51,11.31
SRR5166355,phyllosphere,12.85419094,1.409735559,PRJNA340605,SAMN05720238,plant metagenome,,21.0936,-100.2988
SRR5198900,wetland,0.284572684,0.676981218,PRJNA362960,SAMN06251439,wetland metagenome,,38.1072,-121.6485
SRR5198901,wetland,0.207596359,0.869558214,PRJNA362960,SAMN06251439,wetland metagenome,,38.1072,-121.6485
SRR5198902,wetland,0.206968527,0.729531576,PRJNA362960,SAMN06251439,wetland metagenome,,38.1072,-121.6485
SRR5198903,wetland,0.285732447,1.708144111,PRJNA362960,SAMN06251439,wetland metagenome,,38.1072,-121.6485
SRR5210214,wetland,1.500872968,0.33529332,PRJNA365351,SAMN06265038,soil metagenome,,37.4962,-122.1329
SRR5210466,wetland,0.340628561,0.194644892,PRJNA365361,SAMN06266280,soil metagenome,,37.4971,-122.129
SRR5210470,wetland,0.615839846,0.661575918,PRJNA365356,SAMN06266278,soil metagenome,,37.4965,-122.1329
SRR5214154,hotspring,0.273469547,0.698324022,PRJNA364989,SAMN06264876,hot springs metagenome,,34.9956,-98.6889
SRR5214705,hotspring,0.851233923,1.562279665,PRJNA364998,SAMN06266162,hot springs metagenome,,-22.5304,30.6814
SRR5246785,wetland,0.479210309,5.229950795,PRJNA366360,SAMN06268462,wetland metagenome,,38.107,-121.6475
SRR5246787,wetland,0.479210309,5.229950795,PRJNA366360,SAMN06268462,wetland metagenome,,38.107,-121.6475
SRR5246790,wetland,0.250665639,1.926452906,PRJNA366364,SAMN06268466,wetland metagenome,,38.1075,-121.6497
SRR5246791,wetland,0.2218784,3.044915879,PRJNA366364,SAMN06268466,wetland metagenome,,38.1075,-121.6497
SRR5248876,hotspring,0.040970846,0.117690043,PRJNA366136,SAMN06268369,hot springs metagenome,,44.611006,-110.440182
SRR5271169,bog,0.212300212,1.97660524,PRJNA365729,SAMN06267851,soil metagenome,,51.62,-128.09
SRR5468417,wetland,0.369590524,0.818745019,PRJNA365352,SAMN06266276,soil metagenome,,37.4962,-122.1329
SRR5468418,wetland,0.965109578,0.78556881,PRJNA365353,SAMN06264478,soil metagenome,,37.496,-122.1329
SRR5476650,wetland,0.263192964,2.062933123,PRJNA367439,SAMN06267290,wetland metagenome,,41.2239,-82.3039
SRR5476985,wetland,0.242175857,1.615085131,PRJNA367440,SAMN06267291,wetland metagenome,,41.224,-82.304
SRR5476986,wetland,0.925269358,1.769334123,PRJNA367441,SAMN06267292,wetland metagenome,,41.224,-82.304
SRR5494301,wetland,1.663919071,3.535561797,PRJNA375379,SAMN06344037,wetland metagenome,USA: St. Louis River estuary,46.707776?,-92.145423
SRR5494540,wetland,1.78526391,1.643765306,PRJNA375381,SAMN06344039,wetland metagenome,USA: St. Louis River estuary,46.707776?,-92.145423
SRR5494549,wetland,0.199838534,1.450712952,PRJNA375382,SAMN06344040,wetland metagenome,USA: St. Louis River estuary,46.707776?,-92.145423
SRR5580868,hotspring,1.510081985,2.27200785,PRJNA375325,SAMN06343853,aquatic metagenome,,51.1699,-116.1578
SRR5580901,hotspring,8.01340424,0.121415216,PRJNA375327,SAMN06343855,sediment metagenome,,49.9543,-116.5155
SRR5580903,hotspring,2.222120407,0.11110602,PRJNA375330,SAMN06343858,sediment metagenome,,49.9543,-116.5155
SRR5581334,hotspring,0.538011339,0.950650715,PRJNA375331,SAMN06343859,sediment metagenome,,60.1987,-125.5127
SRR5626799,compost,20.61538462,5.551719376,PRJNA385596,SAMN06894563,soil metagenome,,54.061789,12.085367
SRR5688572,compost,4.940294264,1.080750937,PRJNA375189,SAMN06343757,soil metagenome,,41.7655,-111.8143
SRR5690554,compost,28.50784845,0.04612461,PRJNA375194,SAMN06343762,soil metagenome,,41.7655,-111.8143
SRR5690606,compost,28.24391077,0.312455683,PRJNA375195,SAMN06343763,soil metagenome,,41.7655,-111.8143
SRR5817585,wetland,1.324156136,4.298051661,PRJNA338276,SAMN05892929,wetland metagenome,,41.382783,-82.51465
SRR5817586,wetland,0.683967749,5.092859976,PRJNA338276,SAMN05892941,wetland metagenome,,41.382783,-82.51465
SRR5817587,wetland,0.385339863,3.02264132,PRJNA338276,SAMN05892948,wetland metagenome,,41.382783,-82.51465
SRR5817588,wetland,0.849512805,2.086485527,PRJNA338276,SAMN05892986,wetland metagenome,,41.382783,-82.51465
SRR5817589,wetland,0.672237738,1.428462642,PRJNA338276,SAMN05893001,wetland metagenome,,41.382783,-82.51465
SRR5817590,wetland,0.16186902,1.110290822,PRJNA338276,SAMN05893009,wetland metagenome,,41.382783,-82.51465
SRR6047969,wetland,2.690036507,3.789434332,PRJNA405726,SAMN07632879,wetland metagenome,,46.6972164,-92.3279105
SRR6050776,phyllosphere,5.831444491,3.63602267,PRJNA406007,SAMN07631262,plant metagenome,,30.387,-97.7301
SRR6056322,phyllosphere,47.36842105,78.57142857,PRJNA406008,SAMN07631263,plant metagenome,,30.387,-97.7301
SRR6056323,phyllosphere,50.57471264,21.67487685,PRJNA406012,SAMN07631267,plant metagenome,,30.387,-97.7301
SRR6056335,phyllosphere,12.0523416,2.582644628,PRJNA406013,SAMN07631268,plant metagenome,,30.387,-97.7301
SRR6201975,compost,30.83246876,0.838740835,PRJNA366676,SAMN06268774,compost metagenome,,37.86971,-122.31414
SRR6484323,landfill,3.305426244,0.050205782,PRJNA404447,SAMN07630782,landfill metagenome,,43.442,-80.577
SRR6484324,landfill,0.054922218,0.027461109,PRJNA404444,SAMN07630779,groundwater metagenome,,43.442,-80.577
SRR6484325,landfill,0.07225998,0.061937125,PRJNA404445,SAMN07630780,landfill metagenome,,43.442,-80.577
SRR6689519,landfill,17.98087967,0.694571795,PRJNA433515,SAMN08498929,bioreactor metagenome,,45.386549,11.91084
SRR6713625,compost,99.96211502,0.132048937,PRJNA433771,SAMN08517351,compost metagenome,China:Nanjing,32.0339,118.4644
SRR6713627,compost,113.7652292,0.142170711,PRJNA433771,SAMN08517349,compost metagenome,China:Nanjing,32.0339,118.4644
SRR6713630,compost,22.826782,0.10037238,PRJNA433771,SAMN08517346,compost metagenome,China:Nanjing,32.0339,118.4644
SRR6713631,compost,2.374064789,0.114360875,PRJNA433771,SAMN08517345,compost metagenome,China:Nanjing,32.0339,118.4644
SRR6713632,compost,3.148156711,0.214287154,PRJNA433771,SAMN08517344,compost metagenome,China:Nanjing,32.0339,118.4644
SRR6713633,compost,2.720085687,0.104554179,PRJNA433771,SAMN08517343,compost metagenome,China:Nanjing,32.0339,118.4644
SRR6713634,compost,1.954139225,0.4522329,PRJNA433771,SAMN08517342,compost metagenome,China:Nanjing,32.0339,118.4644
SRR6713635,compost,0.932286393,0.118090922,PRJNA433771,SAMN08517341,compost metagenome,China:Nanjing,32.0339,118.4644
SRR6713636,compost,0.928139532,0.707858886,PRJNA433771,SAMN08517340,compost metagenome,China:Nanjing,32.0339,118.4644
SRR6826357,compost,0.160297105,0.377955831,PRJNA366677,SAMN06268775,compost metagenome,,37.840898,-122.289614
SRR6958704,compost,0.267625739,0.63565859,PRJNA444395,SAMN08777424,soil metagenome,,37.83,-122.29
SRR6958719,compost,0.658984787,14.96912929,PRJNA444401,SAMN08776593,soil metagenome,,37.83,-122.29
SRR6958720,compost,0.584844415,10.52989944,PRJNA444401,SAMN08776593,soil metagenome,,37.83,-122.29
SRR6958908,compost,0.348237916,5.377636556,PRJNA444403,SAMN08777408,soil metagenome,"USA: Emeryville, California",37.83,-122.29
SRR6958989,compost,5.886746334,1.171722173,PRJNA444408,SAMN08776897,soil metagenome,,37.83,-122.29
SRR6958990,compost,13.66475746,0.811276379,PRJNA444408,SAMN08776897,soil metagenome,,37.83,-122.29
SRR7067823,hotspring,1.168944824,0.844237929,PRJNA442910,SAMN08778269,hot springs metagenome,,40.6614,-119.3661
SRR7082965,landfill,0.949927812,0.171891699,PRJNA453670,SAMN08985428,bioreactor metagenome,,45.386549,11.91084
SRR7082971,landfill,18.10481406,0.865056377,PRJNA453670,SAMN08985414,bioreactor metagenome,,45.386549,11.91084
SRR7082973,landfill,4.067222512,0.876159044,PRJNA453670,SAMN08985421,bioreactor metagenome,,45.386549,11.91084
SRR7082974,landfill,9.491349124,0.285657438,PRJNA453670,SAMN08985417,bioreactor metagenome,,45.386549,11.91084
SRR7082981,landfill,10.78607361,0.564206725,PRJNA453670,SAMN08985422,bioreactor metagenome,,45.386549,11.91084
SRR7082984,landfill,1.976255547,1.046901173,PRJNA453670,SAMN08985425,bioreactor metagenome,,45.386549,11.91084
SRR7473442,hotspring,0.299149294,0.456736869,PRJNA479576,SAMN09580624,metagenome,,23.69,83.68
SRR7497727,wetland,0.996421018,1.069236822,PRJNA465902,SAMN09202573,wetland metagenome,,35.9061,-76.1569
SRR7498026,wetland,0.308451573,0.441831761,PRJNA465906,SAMN09200420,wetland metagenome,,35.9061,-76.1569
SRR7498056,wetland,0.162106447,2.184721882,PRJNA465909,SAMN09202730,wetland metagenome,,35.9061,-76.1569
SRR7499979,wetland,1.02583781,1.284270534,PRJNA465914,SAMN09202575,wetland metagenome,,35.9061,-76.1569
SRR7499980,wetland,0.643333333,0.73721809,PRJNA465915,SAMN09200276,wetland metagenome,,35.9061,-76.1569
SRR7754705,petroleum,1.397869016,0.097810077,PRJNA487892,SAMN09914232,oil field metagenome,"China: shenyang, Liaoning",41.4809,123.2541
SRR7778151,compost,2.874930798,0.764936944,PRJNA488358,SAMN09932785,compost metagenome,,51.556278,9.9545
SRR7778153,compost,0.54044752,1.869369369,PRJNA488358,SAMN09932745,compost metagenome,,51.556278,9.9545
SRR7778155,compost,0.288069184,2.40332005,PRJNA488358,SAMN09932597,compost metagenome,,51.556278,9.9545
SRR7778156,compost,3.084688726,1.824426754,PRJNA488358,SAMN09932763,compost metagenome,,51.556278,9.9545
SRR7778157,compost,1.722943723,2.153679654,PRJNA488358,SAMN09932764,compost metagenome,,51.556278,9.9545
SRR7778161,compost,0.601920125,2.081998719,PRJNA488358,SAMN09932757,compost metagenome,,51.556278,9.9545
SRR7903765,hotspring,0.041029173,5.326015053,PRJNA493162,SAMN10130911,metagenome,,43.988333,145.651389
SRR7974393,phyllosphere,14.60836585,8.214649191,PRJNA444458,SAMN08779672,plant metagenome,,30.387,-97.7301
SRR7976138,compost,3.36670141,2.641559261,PRJNA444394,SAMN08779502,soil metagenome,,37.83,-122.29
SRR7976140,compost,9.293691279,2.816311973,PRJNA444396,SAMN08779503,soil metagenome,,37.83,-122.29
SRR7976142,compost,0.236287953,16.3713796,PRJNA444398,SAMN08779552,soil metagenome,"USA: Emeryville, California",37.83,-122.29
SRR7976143,compost,0.646063674,2.081852782,PRJNA444399,SAMN08779504,soil metagenome,,37.83,-122.29
SRR7976146,compost,0.203660062,18.55306799,PRJNA444400,SAMN08779505,soil metagenome,"USA: Emeryville, California",37.83,-122.29
SRR7976231,compost,0.333333333,3.714285714,PRJNA444405,SAMN08779508,soil metagenome,"USA: Emeryville, California",37.83,-122.29
SRR7976233,compost,0.559163059,0.314529221,PRJNA444407,SAMN08779509,soil metagenome,,37.83,-122.29
SRR8127590,compost,7.749660326,5.109666149,PRJNA498754,SAMN10334111,soil metagenome,Taiwan: Taiwan Agricultural Research Institute,25.105497,121.597366
SRR8127591,compost,2.352150538,5.040322581,PRJNA498754,SAMN10334111,soil metagenome,Taiwan: Taiwan Agricultural Research Institute,25.105497,121.597366
SRR8127593,compost,2.398325359,3.435405778,PRJNA498754,SAMN10334111,soil metagenome,Taiwan: Taiwan Agricultural Research Institute,25.105497,121.597366
SRR8127594,compost,8.322671376,5.146683673,PRJNA498754,SAMN10334111,soil metagenome,Taiwan: Taiwan Agricultural Research Institute,25.105497,121.597366
SRR8127598,compost,3.031496063,2.165354331,PRJNA498754,SAMN10334111,soil metagenome,Taiwan: Taiwan Agricultural Research Institute,25.105497,121.597366
SRR8127600,compost,9.943181818,3.551136364,PRJNA498754,SAMN10334111,soil metagenome,Taiwan: Taiwan Agricultural Research Institute,25.105497,121.597366
SRR8127601,compost,6.085481604,1.763252471,PRJNA498754,SAMN10334111,soil metagenome,Taiwan: Taiwan Agricultural Research Institute,25.105497,121.597366
SRR8127605,compost,5.841861598,3.472222222,PRJNA498754,SAMN10334111,soil metagenome,Taiwan: Taiwan Agricultural Research Institute,25.105497,121.597366
SRR8127606,compost,10,7.662679075,PRJNA498754,SAMN10334111,soil metagenome,Taiwan: Taiwan Agricultural Research Institute,25.105497,121.597366
SRR8127607,compost,5.864846119,3.442651099,PRJNA498754,SAMN10334111,soil metagenome,Taiwan: Taiwan Agricultural Research Institute,25.105497,121.597366
SRR8127610,compost,13.95503953,3.797289667,PRJNA498754,SAMN10334111,soil metagenome,Taiwan: Taiwan Agricultural Research Institute,25.105497,121.597366
SRR8127611,compost,10.81521739,1.716701173,PRJNA498754,SAMN10334111,soil metagenome,Taiwan: Taiwan Agricultural Research Institute,25.105497,121.597366
SRR8127612,compost,4.70505618,4.032905297,PRJNA498754,SAMN10334111,soil metagenome,Taiwan: Taiwan Agricultural Research Institute,25.105497,121.597366
SRR8127615,compost,12.34302326,3.205980066,PRJNA498754,SAMN10334111,soil metagenome,Taiwan: Taiwan Agricultural Research Institute,25.105497,121.597366
SRR8127617,compost,4.654696133,1.662391476,PRJNA498754,SAMN10334111,soil metagenome,Taiwan: Taiwan Agricultural Research Institute,25.105497,121.597366
SRR8127618,compost,6.099793369,1.767399267,PRJNA498754,SAMN10334111,soil metagenome,Taiwan: Taiwan Agricultural Research Institute,25.105497,121.597366
SRR8127619,compost,5.514162562,3.501055595,PRJNA498754,SAMN10334111,soil metagenome,Taiwan: Taiwan Agricultural Research Institute,25.105497,121.597366
SRR8127620,compost,6.444642857,2.045918367,PRJNA498754,SAMN10334111,soil metagenome,Taiwan: Taiwan Agricultural Research Institute,25.105497,121.597366
SRR8127621,compost,12.37620235,2.57837549,PRJNA498754,SAMN10334111,soil metagenome,Taiwan: Taiwan Agricultural Research Institute,25.105497,121.597366
SRR8127623,compost,3.243140478,4.847336751,PRJNA498754,SAMN10334111,soil metagenome,Taiwan: Taiwan Agricultural Research Institute,25.105497,121.597366
SRR8127624,compost,7.692307692,5.494505495,PRJNA498754,SAMN10334111,soil metagenome,Taiwan: Taiwan Agricultural Research Institute,25.105497,121.597366
SRR8127625,compost,20.41666667,1.785714286,PRJNA498754,SAMN10334111,soil metagenome,Taiwan: Taiwan Agricultural Research Institute,25.105497,121.597366
SRR8127626,compost,7.801616915,5.143923241,PRJNA498754,SAMN10334111,soil metagenome,Taiwan: Taiwan Agricultural Research Institute,25.105497,121.597366
SRR8127628,compost,8.514309764,3.475228475,PRJNA498754,SAMN10334111,soil metagenome,Taiwan: Taiwan Agricultural Research Institute,25.105497,121.597366
SRR8127629,compost,22.12589606,3.571428571,PRJNA498754,SAMN10334111,soil metagenome,Taiwan: Taiwan Agricultural Research Institute,25.105497,121.597366
SRR8127630,compost,3.128930818,2.234950584,PRJNA498754,SAMN10334111,soil metagenome,Taiwan: Taiwan Agricultural Research Institute,25.105497,121.597366
SRR8127633,compost,2.376644737,5.09281015,PRJNA498754,SAMN10334111,soil metagenome,Taiwan: Taiwan Agricultural Research Institute,25.105497,121.597366
SRR8127635,compost,4.807692308,3.434065934,PRJNA498754,SAMN10334111,soil metagenome,Taiwan: Taiwan Agricultural Research Institute,25.105497,121.597366
SRR8127636,compost,10.47650819,6.797506739,PRJNA498754,SAMN10334111,soil metagenome,Taiwan: Taiwan Agricultural Research Institute,25.105497,121.597366
SRR8127637,compost,8.044950739,1.768121042,PRJNA498754,SAMN10334111,soil metagenome,Taiwan: Taiwan Agricultural Research Institute,25.105497,121.597366
SRR8127638,compost,12.68847515,5.135773318,PRJNA498754,SAMN10334111,soil metagenome,Taiwan: Taiwan Agricultural Research Institute,25.105497,121.597366
SRR8127639,compost,5.515013966,5.511938058,PRJNA498754,SAMN10334111,soil metagenome,Taiwan: Taiwan Agricultural Research Institute,25.105497,121.597366
SRR8127640,compost,13.02291422,3.382575122,PRJNA498754,SAMN10334111,soil metagenome,Taiwan: Taiwan Agricultural Research Institute,25.105497,121.597366
SRR8127641,compost,12.71088856,2.052808303,PRJNA498754,SAMN10334111,soil metagenome,Taiwan: Taiwan Agricultural Research Institute,25.105497,121.597366
SRR8127642,compost,2.404643449,3.435204928,PRJNA498754,SAMN10334111,soil metagenome,Taiwan: Taiwan Agricultural Research Institute,25.105497,121.597366
SRR8127645,compost,10.32466838,2.166811847,PRJNA498754,SAMN10334111,soil metagenome,Taiwan: Taiwan Agricultural Research Institute,25.105497,121.597366
SRR8191144,wetland,0.0537671,1.966966927,PRJNA464847,SAMN09092693,freshwater metagenome,"USA:Ohio, Old Woman Creek NERR",41.377787,-82.511137
SRR8191145,wetland,0.110357787,1.901548843,PRJNA464847,SAMN09092693,freshwater metagenome,"USA:Ohio, Old Woman Creek NERR",41.377787,-82.511137
SRR8449813,landfill,2.036327076,0.097388432,PRJNA502703,SAMN10350574,landfill metagenome,,43.442,-80.577
SRR8449814,landfill,0.203440598,0.022100424,PRJNA502704,SAMN10350766,groundwater metagenome,,43.442,-80.577
SRR8542065,landfill,0.098314607,0.096308186,PRJNA518428,SAMN10863920,landfill metagenome,,43.442,-80.577
SRR9001935,hotspring,0.191593055,0.077812309,PRJNA540576,SAMN11536904,hot springs metagenome,,42.53,-8.3
SRR9166104,landfill,16.55780252,3.519878166,PRJNA540300,SAMN11909971,soil metagenome,"USA:Zion Landfill, Zion, Illinois",42.2712,-87.5025
SRR9166107,landfill,17.59829424,0.904533566,PRJNA540300,SAMN11909968,soil metagenome,"USA:Zion Landfill, Zion, Illinois",42.2712,-87.5025
SRR9166108,landfill,11.84615385,1.208791209,PRJNA540300,SAMN11909970,soil metagenome,"USA:Zion Landfill, Zion, Illinois",42.2712,-87.5025
SRR9166119,landfill,12.38842526,2.036802922,PRJNA540300,SAMN11909965,soil metagenome,"USA:Zion Landfill, Zion, Illinois",42.2712,-87.5025
SRR9166120,landfill,8.980631726,2.139758388,PRJNA540300,SAMN11909964,soil metagenome,"USA:Zion Landfill, Zion, Illinois",42.2712,-87.5025
SRR9166121,landfill,16.16030058,1.167198723,PRJNA540300,SAMN11909963,soil metagenome,"USA:Zion Landfill, Zion, Illinois",42.2712,-87.5025
SRR9166123,landfill,11.32749703,1.24501992,PRJNA540300,SAMN11909961,soil metagenome,"USA:Zion Landfill, Zion, Illinois",42.2712,-87.5025
SRR9166125,landfill,8.173747046,1.101556616,PRJNA540300,SAMN11909959,soil metagenome,"USA:Zion Landfill, Zion, Illinois",42.2712,-87.5025
SRR9166126,landfill,6.13210385,1.210011031,PRJNA540300,SAMN11909958,soil metagenome,"USA:Zion Landfill, Zion, Illinois",42.2712,-87.5025
SRR9166127,landfill,18.92662595,1.141201514,PRJNA540300,SAMN11909957,soil metagenome,"USA:Zion Landfill, Zion, Illinois",42.2712,-87.5025
SRR9312610,compost,1.641558038,1.200389315,PRJNA549056,SAMN12070232,compost metagenome,,44.58,-72.32
SRR9312615,compost,17.69068337,0.541651443,PRJNA549056,SAMN12070229,compost metagenome,,44.58,-72.32
SRR9312622,compost,77.12997781,0.346840659,PRJNA549056,SAMN12070238,compost metagenome,,44.58,-72.32
SRR9312623,compost,71.64860581,0.362372983,PRJNA549056,SAMN12070239,compost metagenome,,44.58,-72.32
SRR9312624,compost,5.825867384,0.666173205,PRJNA549056,SAMN12070236,compost metagenome,,44.58,-72.32
SRR9312625,compost,7.688528642,0.265122265,PRJNA549056,SAMN12070237,compost metagenome,,44.58,-72.32
SRR9312626,compost,4.860864417,2.604034509,PRJNA549056,SAMN12070234,compost metagenome,,44.58,-72.32
SRR9312628,compost,3.3421828,0.542173905,PRJNA549056,SAMN12070242,compost metagenome,,44.58,-72.32
SRR9312629,compost,3.700060533,0.616676755,PRJNA549056,SAMN12070243,compost metagenome,,44.58,-72.32
SRR9312630,compost,4.465103561,0.34592371,PRJNA549056,SAMN12070245,compost metagenome,,44.58,-72.32
SRR9312632,compost,0.947619048,1.421428571,PRJNA549056,SAMN12070249,compost metagenome,,44.58,-72.32
SRR9312633,compost,3.085191485,1.967068396,PRJNA549056,SAMN12070248,compost metagenome,,44.58,-72.32
SRR9312635,compost,1.261893515,0.157736689,PRJNA549056,SAMN12070246,compost metagenome,,44.58,-72.32
SRR9656207,wetland,1.103314455,1.810593765,PRJNA553262,SAMN12233259,soil metagenome,,37.816,119.111
SRR9691019,wetland,0.735474361,1.18168509,PRJNA554750,SAMN12282989,soil metagenome,,22.44,113.63
SRR9691020,wetland,4.744976515,0.92273163,PRJNA554750,SAMN12282993,soil metagenome,,37.03,99.75
SRR9691021,wetland,0.729323308,1.303765955,PRJNA554750,SAMN12282982,soil metagenome,,30.04,104.03
SRR9691022,wetland,0.483397786,0.691312146,PRJNA554750,SAMN12282981,soil metagenome,,30.29,104.29
SRR9691023,wetland,0.948799558,1.374425829,PRJNA554750,SAMN12282984,soil metagenome,,29.91,107.24
SRR9691024,wetland,0.452822688,1.066182471,PRJNA554750,SAMN12282983,soil metagenome,,30,106.96
SRR9691025,wetland,1.676774697,4.29138832,PRJNA554750,SAMN12282986,soil metagenome,,26.86,104.25
SRR9691026,wetland,0.763760864,1.820926827,PRJNA554750,SAMN12282985,soil metagenome,,29.44,116.02
SRR9691028,wetland,2.490922411,1.909506457,PRJNA554750,SAMN12282987,soil metagenome,,24.88,102.66
SRR9691030,wetland,0.802313211,0.133693432,PRJNA554750,SAMN12282992,soil metagenome,,37.3,96.86
SRR9691031,wetland,1.27981141,2.81637573,PRJNA554750,SAMN12282997,soil metagenome,,31.6,100
SRR9691032,wetland,0.756496974,0.782386861,PRJNA554750,SAMN12283003,soil metagenome,,27.7,100.86
SRR9691034,wetland,0.770082947,3.383707315,PRJNA554750,SAMN12283001,soil metagenome,,29.4,100.1
SRR9691035,wetland,2.012540855,1.614452803,PRJNA554750,SAMN12282998,soil metagenome,,31.28,92.1
SRR9691036,wetland,2.225051123,0.601537297,PRJNA554750,SAMN12282995,soil metagenome,,36.43,94.86
SRR9691037,wetland,1.647950915,1.905421714,PRJNA554750,SAMN12282996,soil metagenome,,33.92,102.81
SRR9691038,wetland,0.146109138,1.669818719,PRJNA554750,SAMN12282994,soil metagenome,,36.88,101.02
SRR9691039,wetland,0.836596485,3.007725573,PRJNA554750,SAMN12282999,soil metagenome,,30.48,91.1
SRR9691040,wetland,3.472258032,3.866692516,PRJNA554750,SAMN12283000,soil metagenome,,29.67,91.1
SRR9691041,wetland,0.916611759,1.859124634,PRJNA554750,SAMN12282979,soil metagenome,,31.21,120.4
