Run,BioSample,BioProject,Source,Location,Lat,Lon,Env,MHET_Abundance
SRR19161323,SAMN28004192,PRJNA833565,soil metagenome,China:Shenyang,41.8,123.61,rhizosphere,2.506381901
SRR19161324,SAMN28004191,PRJNA833565,soil metagenome,China:Shenyang,41.8,123.6,rhizosphere,6.265605434
SRR19161325,SAMN28004190,PRJNA833565,soil metagenome,China:Shenyang,41.8,123.59,rhizosphere,6.522113765
SRR19161326,SAMN28004207,PRJNA833565,soil metagenome,China:Shenyang,41.8,123.76,rhizosphere,1.824698232
SRR19161327,SAMN28004189,PRJNA833565,soil metagenome,China:Shenyang,41.8,123.58,rhizosphere,4.595512312
SRR19161329,SAMN28004205,PRJNA833565,soil metagenome,China:Shenyang,41.8,123.74,rhizosphere,0.713290675
SRR19161330,SAMN28004204,PRJNA833565,soil metagenome,China:Shenyang,41.8,123.73,rhizosphere,1.287756582
SRR19161331,SAMN28004203,PRJNA833565,soil metagenome,China:Shenyang,41.8,123.72,rhizosphere,1.032380024
SRR19161332,SAMN28004202,PRJNA833565,soil metagenome,China:Shenyang,41.8,123.71,rhizosphere,1.902343585
SRR19161333,SAMN28004201,PRJNA833565,soil metagenome,China:Shenyang,41.8,123.7,rhizosphere,2.319587673
SRR19161334,SAMN28004200,PRJNA833565,soil metagenome,China:Shenyang,41.8,123.69,rhizosphere,1.663113698
SRR19161335,SAMN28004199,PRJNA833565,soil metagenome,China:Shenyang,41.8,123.68,rhizosphere,2.263733523
SRR19666933,SAMN28822349,PRJNA846364,wetland metagenome,China: Yunnan,27.53,99.39,wetland,2.724328173
SRR19666934,SAMN28822348,PRJNA846364,wetland metagenome,China: Yunnan,27.5,99.4,wetland,3.922910888
SRR19666935,SAMN28822347,PRJNA846364,wetland metagenome,China: Yunnan,27.5,99.4,wetland,3.388716881
SRR19666936,SAMN28822346,PRJNA846364,wetland metagenome,China: Yunnan,27.5,99.4,wetland,2.061565189
SRR19666937,SAMN28822345,PRJNA846364,wetland metagenome,China: Yunnan,27.5,99.4,wetland,2.57226739
SRR19666938,SAMN28822344,PRJNA846364,wetland metagenome,China: Yunnan,27.49,99.38,wetland,2.410188844
SRR19666939,SAMN28822343,PRJNA846364,wetland metagenome,China: Yunnan,27.49,99.38,wetland,2.25836777
SRR19666940,SAMN28822342,PRJNA846364,wetland metagenome,China: Yunnan,27.48,99.4,wetland,2.381527228
SRR19666941,SAMN28822341,PRJNA846364,wetland metagenome,China: Yunnan,27.48,99.39,wetland,1.481600851
SRR1971619,SAMN02786773,PRJNA248084,marine sediment metagenome,Arctic deep sea:Hakon Mosby Mud Volcano,72.001,14.719,volcano,0.613356138
SRR1971623,SAMN02786766,PRJNA248084,marine sediment metagenome,"Arctic Ocean: deep sea, Hakon Mosby Mud Volcano",72.003,14.732,volcano,0.062446692
SRR20079012,SAMN29493186,PRJNA855473,soil metagenome,"China:Jiangxi,Nanchang",28.4059,115.5129,rhizosphere,2.314744787
SRR20079013,SAMN29493185,PRJNA855473,soil metagenome,"China:Jiangxi,Nanchang",28.4059,115.5129,rhizosphere,2.446781226
SRR20079014,SAMN29493184,PRJNA855473,soil metagenome,"China:Jiangxi,Nanchang",28.4059,115.5129,rhizosphere,2.451544352
SRR20079015,SAMN29493183,PRJNA855473,soil metagenome,"China:Jiangxi,Nanchang",28.4059,115.5129,rhizosphere,1.850055011
SRR20079019,SAMN29493200,PRJNA855473,soil metagenome,"China:Jiangxi,Nanchang",28.4059,115.5129,rhizosphere,0.788539887
SRR20079020,SAMN29493199,PRJNA855473,soil metagenome,"China:Jiangxi,Nanchang",28.4059,115.5129,rhizosphere,1.845491542
SRR20079021,SAMN29493198,PRJNA855473,soil metagenome,"China:Jiangxi,Nanchang",28.4059,115.5129,rhizosphere,0.293944738
SRR20079029,SAMN29493191,PRJNA855473,soil metagenome,"China:Jiangxi,Nanchang",28.4059,115.5129,rhizosphere,3.675036568
SRR20079030,SAMN29493190,PRJNA855473,soil metagenome,"China:Jiangxi,Nanchang",28.4059,115.5129,rhizosphere,2.873929583
SRR20079031,SAMN29493189,PRJNA855473,soil metagenome,"China:Jiangxi,Nanchang",28.4059,115.5129,rhizosphere,1.248149296
SRR20079032,SAMN29493188,PRJNA855473,soil metagenome,"China:Jiangxi,Nanchang",28.4059,115.5129,rhizosphere,2.692202835
SRR20079033,SAMN29493187,PRJNA855473,soil metagenome,"China:Jiangxi,Nanchang",28.4059,115.5129,rhizosphere,1.753186861
SRR20241542,SAMN29047021,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.907329,marine,1.627793975
SRR20241547,SAMN29046951,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.907329,marine,4.537286613
SRR20241566,SAMN29046935,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.907329,marine,7.76657553
SRR20241574,SAMN29047338,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.907329,marine,6.460674157
SRR20241586,SAMN29046806,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.907329,marine,4.164067374
SRR20241620,SAMN29047188,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.907329,marine,4.38517179
SRR20241633,SAMN29047177,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.907329,marine,3.744438952
SRR20241648,SAMN29047098,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.907329,marine,22.92740047
SRR20241649,SAMN29046783,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.907329,marine,1.18652112
SRR20241696,SAMN29046926,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.907329,marine,2.443302586
SRR20241697,SAMN29046925,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.907329,marine,2.170138889
SRR20241698,SAMN29046924,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.907329,marine,16.27851403
SRR20241699,SAMN29046923,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.907329,marine,1.279350853
SRR20241700,SAMN29046922,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.907329,marine,2.134936636
SRR20241703,SAMN29046919,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.907329,marine,3.459948234
SRR20241707,SAMN29046916,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.907329,marine,9.718406593
SRR20241710,SAMN29046913,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.907329,marine,5.181380373
SRR20241711,SAMN29046912,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.907329,marine,11.89299831
SRR20241714,SAMN29046845,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.907329,marine,1.257634883
SRR20241715,SAMN29046844,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,2.722181418
SRR20241716,SAMN29046843,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,1.355820106
SRR20241717,SAMN29046842,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,3.151260504
SRR20241719,SAMN29046840,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.907329,marine,1.214967971
SRR20241726,SAMN29046834,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,1.358043217
SRR20241728,SAMN29046832,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,1.915403033
SRR20241731,SAMN29046829,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,3.983672303
SRR20241739,SAMN29047294,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,3.498542274
SRR20241748,SAMN29047286,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,6.912028725
SRR20241752,SAMN29047282,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,6.492857143
SRR20241763,SAMN29046794,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,1.681979846
SRR20241774,SAMN29046793,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,1.431150077
SRR20241793,SAMN29046787,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,2.877918586
SRR20241797,SAMN29047134,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,1.531797144
SRR20241803,SAMN29047128,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,2.324689274
SRR20241829,SAMN29046975,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,38.09641857
SRR20241831,SAMN29046973,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,5.476190476
SRR20241852,SAMN29046889,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,1.884631404
SRR20241855,SAMN29046887,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,1.372459812
SRR20241858,SAMN29046884,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,1.741440378
SRR20241859,SAMN29046883,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,1.653375642
SRR20241860,SAMN29046882,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,3.418148375
SRR20241862,SAMN29046880,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,3.279220779
SRR20241866,SAMN29046877,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.907329,marine,1.250644662
SRR20241868,SAMN29046875,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,3.400297619
SRR20241873,SAMN29046870,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,3.308741337
SRR20241882,SAMN29047317,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,8.797909408
SRR20241883,SAMN29047316,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,1.795366795
SRR20241888,SAMN29047311,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,2.711293942
SRR20241894,SAMN29047306,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,13.22514695
SRR20241905,SAMN29047231,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,8.958333333
SRR20241920,SAMN29046795,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,3.25283197
SRR20241929,SAMN29047166,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,2.765486726
SRR20241953,SAMN29047079,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,6.092289132
SRR20241955,SAMN29046781,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,1.921718334
SRR20241983,SAMN29046772,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,1.644931832
SRR20241994,SAMN29046771,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,1.387362637
SRR20241996,SAMN29046911,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,1.575171553
SRR20242000,SAMN29046764,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,1.278594474
SRR20242002,SAMN29046906,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,13.26262359
SRR20242004,SAMN29046904,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,1.948051948
SRR20242005,SAMN29046903,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,3.737799468
SRR20242007,SAMN29046901,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,4.156403941
SRR20242008,SAMN29046900,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,1.791914683
SRR20242009,SAMN29046899,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,1.541514042
SRR20242013,SAMN29046896,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,9.412650602
SRR20242017,SAMN29046892,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,1.488095238
SRR20242018,SAMN29046891,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,8.416989454
SRR20242020,SAMN29046760,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,1.595568783
SRR20242021,SAMN29046867,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,2.437258687
SRR20242025,SAMN29046863,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,1.903638814
SRR20242026,SAMN29046862,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,12.1261404
SRR20242028,SAMN29046860,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.907329,marine,1.255648245
SRR20242033,SAMN29046856,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,4.151785714
SRR20242034,SAMN29046855,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,2.116402116
SRR20242035,SAMN29046854,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,3.211525809
SRR20242036,SAMN29046853,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,4.151084518
SRR20242038,SAMN29046851,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,7.124983555
SRR20242039,SAMN29046850,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,12.08912769
SRR20242049,SAMN29046825,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,2.747989276
SRR20242054,SAMN29046820,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,4.881655259
SRR20242055,SAMN29046819,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,2.349777882
SRR20242056,SAMN29046818,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,1.924860853
SRR20242062,SAMN29046813,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.907329,marine,1.23891419
SRR20242066,SAMN29046809,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,5.08866501
SRR20242067,SAMN29046808,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,1.497754274
SRR20242092,SAMN29046799,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,6.597234944
SRR20242100,SAMN29047121,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,10.70136136
SRR20242101,SAMN29047120,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,1.785714286
SRR20242104,SAMN29046785,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,1.391516872
SRR20242106,SAMN29047116,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.907329,marine,1.821668265
SRR20242109,SAMN29047113,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,2.424400417
SRR20242110,SAMN29047112,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,3.009162849
SRR20242112,SAMN29047110,PRJNA847179,marine metagenome,USA: Massachusetts,42.419857,-70.90733,marine,1.723833098
SRR20746676,SAMN29862836,PRJNA816601,soil metagenome,Australia,-34.913942,138.553823,wetland,1.883395077
SRR20746677,SAMN29862835,PRJNA816601,soil metagenome,Australia,-34.9307,138.519973,wetland,1.440501044
SRR20746678,SAMN29862834,PRJNA816601,soil metagenome,Australia,-34.930506,138.51958,wetland,4.006588482
SRR20746679,SAMN29862833,PRJNA816601,soil metagenome,Australia,-34.928722,138.522005,wetland,1.585150794
SRR20746680,SAMN29862832,PRJNA816601,soil metagenome,Australia,-34.928642,138.52174,wetland,2.248775917
SRR20746681,SAMN29862831,PRJNA816601,soil metagenome,Australia,-34.9334,138.5106,wetland,0.434241175
SRR20746682,SAMN29862851,PRJNA816601,soil metagenome,Australia,-34.916541,138.535989,wetland,2.014992346
SRR20746683,SAMN29862850,PRJNA816601,soil metagenome,Australia,-34.91667,138.536233,wetland,0.769891578
SRR20746684,SAMN29862849,PRJNA816601,soil metagenome,Australia,-34.913668,138.553782,wetland,1.276761256
SRR20746685,SAMN29862848,PRJNA816601,soil metagenome,Australia,-34.913942,138.553823,wetland,1.125960454
SRR20746686,SAMN29862830,PRJNA816601,soil metagenome,Australia,-34.93314,138.51056,wetland,5.66751415
SRR20746687,SAMN29862847,PRJNA816601,soil metagenome,Australia,-34.9307,138.519973,wetland,1.353623436
SRR20746688,SAMN29862846,PRJNA816601,soil metagenome,Australia,-34.930506,138.51958,wetland,2.250247803
SRR20746689,SAMN29862845,PRJNA816601,soil metagenome,Australia,-34.928722,138.522005,wetland,2.1226129
SRR20746690,SAMN29862844,PRJNA816601,soil metagenome,Australia,-34.928642,138.52174,wetland,2.536400793
SRR20746691,SAMN29862843,PRJNA816601,soil metagenome,Australia,-34.9334,138.5106,wetland,0.365307319
SRR20746692,SAMN29862842,PRJNA816601,soil metagenome,Australia,-34.93314,138.51056,wetland,4.626697304
SRR20746693,SAMN29862841,PRJNA816601,soil metagenome,Australia,-34.934353,138.504578,wetland,0.311976159
SRR20746694,SAMN29862840,PRJNA816601,soil metagenome,Australia,-34.93413,138.50452,wetland,3.776316236
SRR20746695,SAMN29862839,PRJNA816601,soil metagenome,Australia,-34.91667,138.536233,wetland,1.034846115
SRR20746696,SAMN29862838,PRJNA816601,soil metagenome,Australia,-34.916541,138.535989,wetland,0.95211277
SRR20746697,SAMN29862829,PRJNA816601,soil metagenome,Australia,-34.934353,138.504578,wetland,0.613887853
SRR20746698,SAMN29862828,PRJNA816601,soil metagenome,Australia,-34.93413,138.50452,wetland,5.011117381
SRR2107128,SAMN03792045,PRJNA288131,activated sludge metagenome,Argentina: Buenos Aires,-34.65,-58.32,petroleum,0.397709195
SRR2107133,SAMN03792045,PRJNA288131,activated sludge metagenome,Argentina: Buenos Aires,-34.65,-58.32,petroleum,0.226330716
SRR2107171,SAMN03792070,PRJNA288131,activated sludge metagenome,,-34.07,-59.07,petroleum,0.613026591
SRR2107174,SAMN03792069,PRJNA288131,activated sludge metagenome,Argentina: Buenos Aires,-34.65,-58.32,petroleum,3.079918294
SRR2107175,SAMN03792069,PRJNA288131,activated sludge metagenome,Argentina: Buenos Aires,-34.65,-58.32,petroleum,1.998829382
SRR2107176,SAMN03792071,PRJNA288131,activated sludge metagenome,Argentina: Zarate,-34.07,-59.07,petroleum,2.951471286
SRR2107177,SAMN03792071,PRJNA288131,activated sludge metagenome,Argentina: Zarate,-34.07,-59.07,petroleum,2.599243856
SRR2107180,SAMN03794741,PRJNA288131,activated sludge metagenome,Argentina: Buenos Aires,-34.84,-58.2,petroleum,3.49660814
SRR2107181,SAMN03794741,PRJNA288131,activated sludge metagenome,Argentina: Buenos Aires,-34.84,-58.2,petroleum,0.807026931
SRR2107182,SAMN03794746,PRJNA288131,activated sludge metagenome,Argentina: Cordoba,-30.94,-62.05,petroleum,1.474510966
SRR2107183,SAMN03794746,PRJNA288131,activated sludge metagenome,Argentina: Cordoba,-30.94,-62.05,petroleum,0.823126364
SRR2107184,SAMN03794747,PRJNA288131,activated sludge metagenome,Argentina: Cordoba,-30.94,-62.05,petroleum,0.479036236
SRR2107210,SAMN03794758,PRJNA288131,activated sludge metagenome,Argentina: Buenos Aires,-34.82,-58.17,petroleum,3.362225954
SRR2107211,SAMN03794758,PRJNA288131,activated sludge metagenome,Argentina: Buenos Aires,-34.82,-58.17,petroleum,2.308062233
SRR2107212,SAMN03794762,PRJNA288131,activated sludge metagenome,Argentina: Buenos Aires,-34.82,-58.17,petroleum,0.506957555
SRR2107213,SAMN03794762,PRJNA288131,activated sludge metagenome,Argentina: Buenos Aires,-34.82,-58.17,petroleum,2.061122431
SRR2107215,SAMN03794764,PRJNA288131,activated sludge metagenome,Argentina: Buenos Aires,-34.47,-58.59,petroleum,2.199364039
SRR2107216,SAMN03794764,PRJNA288131,activated sludge metagenome,Argentina: Buenos Aires,-34.47,-58.59,petroleum,2.052623022
SRR2107218,SAMN03794765,PRJNA288131,activated sludge metagenome,Argentina: Buenos Aires,-34.47,-58.59,petroleum,4.316748671
SRR2107219,SAMN03794765,PRJNA288131,activated sludge metagenome,Argentina: Buenos Aires,-34.47,-58.59,petroleum,2.567820889
SRR21120495,SAMN30327962,PRJNA869844,sediment metagenome,"China:Inner Mongolia,Wuliangsuhai",40.88,108.85,wetland,0.103372791
SRR21120496,SAMN30327963,PRJNA869844,sediment metagenome,"China:Inner Mongolia,Wuliangsuhai",40.88,108.85,wetland,0.113641017
SRR21120497,SAMN30327964,PRJNA869844,sediment metagenome,"China:Inner Mongolia,Wuliangsuhai",40.88,108.85,wetland,0.188977364
SRR21120499,SAMN30327966,PRJNA869844,sediment metagenome,"China:Inner Mongolia,Wuliangsuhai",40.88,108.85,wetland,0.114009486
SRR21120501,SAMN30327968,PRJNA869844,root metagenome,"China:Inner Mongolia,Wuliangsuhai",40.88,108.85,wetland,1.876889438
SRR21120502,SAMN30327969,PRJNA869844,root metagenome,"China:Inner Mongolia,Wuliangsuhai",40.88,108.85,wetland,0.664019568
SRR21120503,SAMN30327970,PRJNA869844,root metagenome,"China:Inner Mongolia,Wuliangsuhai",40.88,108.85,wetland,16.64630183
SRR21203432,SAMN30463972,PRJNA785864,manure metagenome,Russia: Tomsk region,59,82,compost,0.014812414
SRR21373923,NA,NA,NA,NA,NA,NA,compost,0.129518848
SRR21373925,NA,NA,NA,NA,NA,NA,compost,0.115537616
SRR21373926,NA,NA,NA,NA,NA,NA,compost,0.649089936
SRR21384359,SAMN30551626,PRJNA874506,marine sediment metagenome,Svalbard,79.15,11.57,marinesediment,1.815960912
SRR21430006,SAMN30677863,PRJNA776705,marine metagenome,China: Hainan,18.4269,108.9792,marine,0.051905432
SRR21430007,SAMN30677862,PRJNA776705,marine metagenome,China: Hainan,18.4106,108.9394,marine,1.38311758
SRR21430008,SAMN30677861,PRJNA776705,marine metagenome,China: Hainan,19.1517,108.6719,marine,0.671861408
SRR21430009,SAMN30677860,PRJNA776705,marine metagenome,China: Hainan,19.8567,109.2317,marine,1.18278475
SRR21430010,SAMN30677859,PRJNA776705,marine metagenome,China: Hainan,19.74,109.2133,marine,0.369985039
SRR21430012,SAMN30677857,PRJNA776705,marine metagenome,China: Hainan,20.0225,110.5817,marine,2.062231388
SRR21487738,SAMN30647033,PRJNA875933,marine sediment metagenome,Atlantic Ocean: Scotian Slope,42.20785354,-62.32389,marinesediment,0.310700212
SRR21487739,SAMN30647032,PRJNA875933,marine sediment metagenome,Atlantic Ocean: Scotian Slope,42.20785354,-62.32389,marinesediment,0.585848194
SRR21487746,SAMN30647025,PRJNA875933,marine sediment metagenome,Atlantic Ocean: Scotian Slope,42.16035672,-62.36217,marinesediment,0.283541756
SRR21705849,NA,NA,NA,NA,NA,NA,freshwater,0.905751522
SRR21705853,NA,NA,NA,NA,NA,NA,freshwater,0.25862069
SRR21705854,NA,NA,NA,NA,NA,NA,freshwater,0.869051443
SRR21705855,NA,NA,NA,NA,40.22,116.23,freshwater,2.063689023
SRR21705857,NA,NA,NA,NA,NA,NA,freshwater,0.377521506
SRR21705858,NA,NA,NA,NA,NA,NA,freshwater,0.683194957
SRR21705859,NA,NA,NA,NA,NA,NA,freshwater,1.381051381
SRR21705860,NA,NA,NA,NA,NA,NA,freshwater,0.186470355
SRR21705862,NA,NA,NA,NA,NA,NA,freshwater,0.563348416
SRR21705865,NA,NA,NA,NA,NA,NA,freshwater,0.329518244
SRR21705866,NA,NA,NA,NA,NA,NA,freshwater,0.257958004
SRR21705869,NA,NA,NA,NA,NA,NA,freshwater,0.416321732
SRR21705877,NA,NA,NA,NA,NA,NA,freshwater,0.258687259
SRR21705880,NA,NA,NA,NA,40.22,116.23,freshwater,0.56986975
SRR21705881,NA,NA,NA,NA,NA,NA,freshwater,0.377262589
SRR21705882,NA,NA,NA,NA,NA,NA,freshwater,0.228035941
SRR21705883,NA,NA,NA,NA,NA,NA,freshwater,0.217905762
SRR21705884,NA,NA,NA,NA,40.22,116.23,freshwater,0.235362998
SRR21705885,NA,NA,NA,NA,NA,NA,freshwater,0.392700844
SRR21705886,NA,NA,NA,NA,40.22,116.23,freshwater,0.678503916
SRR21705887,NA,NA,NA,NA,NA,NA,freshwater,0.383212496
SRR21705889,NA,NA,NA,NA,40.22,116.23,freshwater,0.212761453
SRR21856587,SAMN31233760,PRJNA889212,marine sediment metagenome,Denmark: Kaloe Vig Marina,56.242694,10.3385,marinesediment,0.799329764
SRR21856588,SAMN31233760,PRJNA889212,marine sediment metagenome,Denmark: Kaloe Vig Marina,56.242694,10.3385,marinesediment,0.635777199
SRR21856589,SAMN31233759,PRJNA889212,marine sediment metagenome,Denmark: Kaloe Vig Marina,56.242694,10.3385,marinesediment,0.197778268
SRR21856590,SAMN31233759,PRJNA889212,marine sediment metagenome,Denmark: Kaloe Vig Marina,56.242694,10.3385,marinesediment,0.535969837
SRR21860266,SAMN31237791,PRJNA889178,phyllosphere metagenome,"USA:Alabama,Auburn",32.657,-85.52,phyllosphere,2.451609171
SRR21860267,SAMN31237790,PRJNA889178,phyllosphere metagenome,"USA:Alabama,Auburn",32.657,-85.52,phyllosphere,5.008715691
SRR21860268,SAMN31237789,PRJNA889178,phyllosphere metagenome,"USA:Alabama,Auburn",32.657,-85.52,phyllosphere,2.308252837
SRR21860269,SAMN31237788,PRJNA889178,phyllosphere metagenome,"USA:Alabama,Auburn",32.657,-85.52,phyllosphere,4.566978255
SRR21860270,SAMN31237787,PRJNA889178,phyllosphere metagenome,"USA:Alabama,Auburn",32.657,-85.52,phyllosphere,2.826513635
SRR21860271,SAMN31233391,PRJNA889178,phyllosphere metagenome,"USA:Alabama,Auburn",32.657,-85.52,phyllosphere,6.115139292
SRR21860272,SAMN31233390,PRJNA889178,phyllosphere metagenome,"USA:Alabama,Auburn",32.657,-85.52,phyllosphere,0.819854742
SRR21860273,SAMN31233389,PRJNA889178,phyllosphere metagenome,"USA:Alabama,Auburn",32.657,-85.52,phyllosphere,1.081654173
SRR21860274,SAMN31237824,PRJNA889178,phyllosphere metagenome,"USA:Alabama,Auburn",32.657,-85.52,phyllosphere,3.211409825
SRR21860275,SAMN31237823,PRJNA889178,phyllosphere metagenome,"USA:Alabama,Auburn",32.657,-85.52,phyllosphere,3.092250414
SRR21860276,SAMN31237822,PRJNA889178,phyllosphere metagenome,"USA:Alabama,Auburn",32.657,-85.52,phyllosphere,1.858258929
SRR21860277,SAMN31237818,PRJNA889178,phyllosphere metagenome,"USA:Alabama,Auburn",32.657,-85.52,phyllosphere,4.687872065
SRR21860278,SAMN31237817,PRJNA889178,phyllosphere metagenome,"USA:Alabama,Auburn",32.657,-85.52,phyllosphere,2.201059707
SRR21860279,SAMN31237804,PRJNA889178,phyllosphere metagenome,"USA:Alabama,Auburn",32.657,-85.52,phyllosphere,4.061099763
SRR21860280,SAMN31237802,PRJNA889178,phyllosphere metagenome,"USA:Alabama,Auburn",32.657,-85.52,phyllosphere,2.123493546
SRR21860281,SAMN31237801,PRJNA889178,phyllosphere metagenome,"USA:Alabama,Auburn",32.657,-85.52,phyllosphere,5.035369962
SRR21860282,SAMN31237793,PRJNA889178,phyllosphere metagenome,"USA:Alabama,Auburn",32.657,-85.52,phyllosphere,2.158806146
